rank,artist_name,lead_streams,featured_streams,tracks,1B+,100M+,10M+,1M+,last_update
124,Zara Larsson,6240650873,478197244,83,2,12,42,77,11/25/21
125,Anne-Marie,6164779664,739432999,129,3,10,41,94,12/04/21
126,Gunna,6065474437,3813658829,155,0,12,89,142,11/30/21
127,YoungBoy Never Broke Again,6058872402,899248460,328,0,7,155,291,12/11/21
128,Enrique Iglesias,6058221006,313414152,277,0,13,69,174,12/10/21
129,Bebe Rexha,6055458813,3601266830,116,2,12,52,93,12/09/21
130,Lewis Capaldi,6034290418,0,49,2,9,28,43,11/23/21
131,Luis Miguel,6016848997,1267407,312,0,12,110,264,11/30/21
132,Olivia Rodrigo,6015911228,1530128,37,2,12,21,33,12/11/21
133,Black Eyed Peas,5950385154,68804437,208,0,13,40,122,12/11/21
134,Tiësto,5939391588,1054455192,600,0,13,73,278,10/17/21
135,Pink Floyd,5902871782,0,431,0,11,91,260,12/09/21
136,Flo Rida,5843736425,1538973383,224,0,11,42,94,11/16/21
137,"Tyler, The Creator",5829094962,1133596749,153,0,16,91,109,12/11/21
138,The Rolling Stones,5827355121,5835075,1024,0,12,61,354,12/08/21
139,BLACKPINK,5826234093,462619142,99,0,17,44,99,11/03/21
140,Ty Dolla $ign,5803185635,9330523670,188,0,14,72,153,11/21/21
141,Luis Fonsi,5774015667,367402115,172,2,9,36,114,10/27/21
142,Michael Bublé,5761141060,266281063,223,0,15,86,183,12/01/21
143,Nirvana,5733310352,0,294,1,11,55,234,11/03/21
144,blackbear,5721416033,1209608993,156,0,8,93,136,08/18/21
145,JAY-Z,5712403906,4904984593,304,0,10,70,230,12/06/21
146,Fleetwood Mac,5693028490,511078,766,0,11,42,226,12/04/21
147,SZA,5656093805,1878428140,40,0,15,33,39,12/10/21
148,Machine Gun Kelly,5643558369,828051536,114,0,11,88,105,12/10/21
149,Britney Spears,5637655877,530935675,292,0,16,56,172,11/29/21
150,Russ,5626238782,107258537,352,0,14,101,230,12/10/21
151,Guns N' Roses,5590972837,5049,135,1,10,49,105,12/10/21
152,Reik,5514725655,272712447,165,0,14,68,138,12/05/21
153,$uicideboy$,5506776839,196945538,300,0,9,117,297,12/09/21
154,Bastille,5493132810,143458356,178,1,10,69,141,11/27/21
155,Childish Gambino,5483638712,545287276,85,1,11,62,82,12/02/21
156,Jonas Blue,5467927650,96251650,138,0,9,32,87,05/25/21
157,Skrillex,5353795835,1535736893,145,0,13,69,130,11/24/21
158,Banda MS de Sergio Lizárraga,5351958222,2401371,224,0,15,92,207,11/17/21
159,2Pac,5309744647,292333971,325,0,15,71,238,12/11/21
160,Anitta,5287827072,1164693256,152,0,18,77,139,12/11/21
161,Alessia Cara,5276994940,1507876874,132,1,8,38,77,12/04/21
162,Big Sean,5250622049,5614562355,150,0,13,67,124,12/02/21
163,Kid Cudi,5240305347,1167251236,142,0,10,82,138,12/05/21
164,Usher,5217935844,2875437345,253,0,15,52,162,12/10/21
165,Camilo,5200481062,714430131,37,0,17,33,35,11/26/21
166,Gorillaz,5180848145,1222824,280,0,8,91,194,12/11/21
167,50 Cent,5163441630,2288450960,212,0,13,56,139,12/11/21
168,Lorde,5158186315,265944329,55,0,17,38,50,11/10/21
169,Hozier,5133255535,0,64,1,13,42,61,12/10/21
170,David Bowie,5132061750,29047535,1226,1,11,58,294,11/25/21
171,Mariah Carey,5049896447,337195093,642,1,10,64,234,12/11/21
172,Becky G,5043660602,1237935914,90,0,13,49,87,12/10/21
173,Marília Mendonça,5026831954,1254337439,114,0,17,93,106,12/11/21
174,The Killers,4987731275,289068,206,1,8,66,137,12/09/21
175,Meek Mill,4928405086,1834234909,438,0,7,89,188,12/06/21
176,Foo Fighters,4926287430,2030862,236,0,11,73,163,12/01/21
177,blink-182,4907958107,54145723,184,0,10,85,172,12/10/21
178,French Montana,4873054883,3046541784,555,1,11,50,128,05/26/21
179,Daft Punk,4838949782,2979200775,181,0,9,74,135,12/11/21
180,Polo G,4830111166,1406821258,74,0,11,60,74,12/10/21
181,The Neighbourhood,4828365477,330629,90,1,8,64,90,12/07/21
182,U2,4818042404,264121541,515,0,7,75,285,12/11/21
183,John Legend,4812332192,2212675507,247,1,6,60,184,11/26/21
184,Meghan Trainor,4809032538,944117365,137,0,10,52,107,12/11/21
185,Led Zeppelin,4800603924,100498,240,0,11,62,187,12/10/21
186,Tory Lanez,4792221603,2099200775,216,0,13,76,183,09/24/21
187,Ava Max,4781128088,185231981,96,1,11,33,67,12/11/21
188,Luke Combs,4762530786,128149487,56,0,11,54,56,11/27/21
189,Manuel Turizo,4755790182,2010950960,60,0,15,42,58,12/09/21
190,Rita Ora,4729994978,684931341,126,0,12,38,83,12/11/21
191,Rae Sremmurd,4720854642,510345125,60,0,12,41,59,11/10/21
192,Gucci Mane,4691690724,4740027796,2174,0,5,76,300,11/26/21
193,The Kid LAROI,4687732837,638470509,48,1,13,38,46,12/11/21
194,Mumford & Sons,4684057891,15237689,121,0,9,66,109,11/27/21
195,6ix9ine,4678847304,1027809520,58,0,16,36,53,11/30/21
196,The 1975,4673855721,138955833,132,0,11,75,129,12/05/21
197,Jhay Cortez,4638887559,694698866,80,1,8,41,78,12/06/21
198,Roddy Ricch,4614191499,2839475375,40,1,14,31,39,12/07/21
199,Radiohead,4606932323,1724914,232,0,6,88,196,12/08/21
200,System Of A Down,4589981950,415621,83,0,9,67,78,12/11/21
201,Elvis Presley,4556138766,4776424,2222,0,8,69,348,12/01/21
202,Muse,4502940211,0,242,0,10,81,175,11/16/21
203,The Notorious B.I.G.,4494593598,601725879,178,0,10,52,121,12/08/21
204,Joji,4470165878,602818690,51,0,14,41,51,11/01/21
205,Swae Lee,4470055992,5105441098,58,1,10,31,54,11/16/21
206,Jack Johnson,4464351377,26277507,180,0,6,76,164,10/01/21
207,Snoop Dogg,4460564183,4141814667,700,0,9,54,248,11/24/21
208,Jorge & Mateus,4454217373,978927622,254,0,8,88,240,12/04/21
209,Hailee Steinfeld,4447177191,598885413,29,1,10,18,27,12/06/21
210,Bazzi,4391026336,58360988,37,0,12,32,37,10/08/21
211,Paramore,4341520675,0,113,0,10,66,99,12/08/21
212,Oasis,4340213937,0,221,1,7,48,171,11/03/21
213,Don Omar,4318078752,1691524573,231,0,12,50,117,12/05/21
214,Jess Glynne,4314528793,457175950,83,0,10,32,60,11/15/21
215,Troye Sivan,4300151688,806908118,100,0,10,51,82,12/08/21
216,Slipknot,4289731788,27204,206,0,7,65,173,12/10/21
217,Bon Jovi,4275647102,1240734,324,0,9,36,175,12/11/21
218,Julia Michaels,4273123714,1560632856,64,0,7,38,62,12/09/21
219,Cheat Codes,4244935054,279211217,136,0,7,39,82,11/08/21
220,Christina Aguilera,4241448432,2256893623,272,0,9,52,158,11/01/21
221,Felix Jaehn,4220719529,227877670,156,1,11,33,88,09/04/21
222,Fifth Harmony,4216739300,248797896,75,1,7,46,74,12/11/21
223,Frank Sinatra,4203662945,54954665,1860,0,9,69,299,06/25/21
224,Florida Georgia Line,4201025117,2284782382,113,0,14,64,98,12/06/21
225,Dalex,4186642628,1185939131,124,0,11,42,88,12/07/21
226,Disclosure,4184709087,23287083,181,0,7,52,119,10/18/21
227,Tame Impala,4163406957,139753701,94,0,9,56,82,12/02/21
228,Chance the Rapper,4149379084,3416830782,101,0,11,47,84,11/25/21
229,Playboi Carti,4117239167,1467399768,82,0,9,62,71,12/11/21
230,Melanie Martinez,4114890390,3123527,55,0,14,42,54,12/11/21
231,Tove Lo,4109177564,1278346335,134,1,5,59,103,12/04/21
232,Alicia Keys,4100477992,1157156956,248,0,7,53,163,12/11/21
233,Kings of Leon,4098066782,1359186,121,0,5,65,106,11/07/21
234,Megan Thee Stallion,4097017208,990021157,115,0,10,41,92,12/11/21
235,Jason Mraz,4070160018,91135185,237,1,6,46,152,12/11/21
236,The Script,4060987097,1291384,94,0,7,50,84,12/04/21
237,Christian Nodal,4032167250,307144760,58,0,11,48,58,11/30/21
238,6LACK,4029378010,760292768,74,0,10,59,74,11/22/21
239,Natti Natasha,4018531179,1654452263,73,0,9,42,64,12/10/21
240,The Lumineers,3983713331,0,72,0,8,47,66,09/23/21
241,Luke Bryan,3976979274,367135310,158,0,12,62,130,09/16/21
242,Zion & Lennox,3972787863,2664955655,156,0,11,44,87,10/15/21
243,Five Finger Death Punch,3970173481,0,136,0,8,88,132,10/09/21
244,Florence + The Machine,3961977386,232615,133,0,8,76,123,11/24/21
245,Glee Cast,3961138810,0,723,0,0,93,598,11/23/21
246,Alesso,3946369610,156063156,114,0,9,36,84,10/31/21
247,ABBA,3942391805,26805,160,0,9,49,137,12/08/21
248,Paulo Londra,3917862818,101241392,22,0,12,22,22,12/11/21
249,Galantis,3910699069,73960701,227,0,8,45,144,11/27/21
250,Creedence Clearwater Revival,3908566322,0,130,0,8,32,106,12/04/21
251,Bruce Springsteen,3899035656,34144792,783,0,9,55,372,12/11/21
252,Lil Pump,3892597912,471316996,69,0,10,38,53,12/11/21
253,Gusttavo Lima,3887014495,726507977,276,0,6,94,209,12/04/21
254,Nickelback,3874882681,0,148,0,12,53,104,11/20/21
255,Madonna,3871109098,122816528,705,0,7,66,312,12/11/21
256,Zé Neto & Cristiano,3866057801,426770407,164,0,10,76,140,12/04/21
257,Kehlani,3852845661,1827067427,110,0,9,74,96,12/03/21
258,Whitney Houston,3846001978,11260811,293,0,7,36,138,12/11/21
259,Rammstein,3825457144,3449237,228,0,9,75,170,12/03/21
260,Capital Bra,3805365577,598075481,236,0,7,79,183,12/03/21
261,Bryson Tiller,3805089974,1769175773,68,0,7,48,62,11/25/21
262,My Chemical Romance,3799817530,20439375,135,0,10,53,115,12/10/21
263,Niall Horan,3799272392,344375558,70,0,11,38,64,11/09/21
264,Justin Quiles,3796788470,3301910411,155,0,10,60,120,09/25/21
265,Alok,3787680615,213631873,181,0,11,60,110,11/19/21
266,Arcangel,3779094925,4392328855,274,0,7,54,186,12/04/21
267,Lenny Tavárez,3762970986,3123977863,89,0,9,44,81,12/10/21
268,Ne-Yo,3761944355,1793601060,188,0,10,32,128,10/06/21
269,Morat,3746712970,352050248,69,0,8,56,67,12/09/21
270,Kane Brown,3722088164,22813517,91,0,9,52,82,10/17/21
271,NAV,3694868800,1786124981,113,0,10,67,113,12/06/21
272,Piso 21,3685044883,54983912,74,0,11,27,60,05/26/21
273,James Bay,3683055400,3957421,77,0,8,40,67,12/07/21
274,TWICE,3677145317,29377618,193,0,9,70,172,12/11/21
275,Kelly Clarkson,3670570548,201639917,322,0,8,41,142,12/11/21
276,Vance Joy,3651676809,0,70,1,6,35,53,11/20/21
277,Bring Me The Horizon,3611721920,1904979,134,0,9,61,122,12/11/21
278,Avril Lavigne,3600230216,19803053,134,0,9,52,101,12/11/21
279,Aerosmith,3588258846,7456190,283,0,8,30,148,12/05/21
280,Jennifer Lopez,3581875175,975260083,228,0,9,47,118,12/11/21
281,Morgan Wallen,3575728445,341797512,57,0,11,56,56,12/10/21
282,Stevie Wonder,3575598246,249502819,588,0,8,46,150,11/25/21
283,Thomas Rhett,3570841348,196189924,93,0,13,50,93,09/28/21
284,Labrinth,3567683826,326316513,125,0,10,37,90,06/03/21
285,YG,3551013571,2246418959,194,0,8,63,130,09/03/21
286,Henrique & Juliano,3549520949,688545267,148,0,8,93,141,08/31/21
287,Jonas Brothers,3530341248,456924413,93,0,8,35,86,09/22/21
288,Amy Winehouse,3520224136,218537603,157,0,7,50,90,12/11/21
289,Wisin,3520148199,4992869607,114,0,10,38,95,10/12/21
290,Disturbed,3507099735,1976285,170,0,6,65,144,09/16/21
291,Lil Skies,3503418663,721118353,51,0,7,44,51,12/06/21
292,Kevin Gates,3495948086,546381469,266,0,4,92,206,05/07/21
293,Ryan Lewis,3486320761,0,33,1,6,28,32,06/04/21
294,YNW Melly,3482724243,313558596,80,0,9,32,77,11/17/21
295,Flume,3477893543,72525427,125,0,7,51,117,09/07/21
296,Tones And I,3462882347,724639,29,1,4,13,20,11/23/21
297,Backstreet Boys,3430763372,162164268,134,0,8,38,123,12/11/21
298,Maná,3378676179,44027654,217,0,10,50,147,11/11/21
299,Lil Tecca,3371204008,242805587,72,0,8,37,70,12/08/21
300,Lil Tjay,3370094718,1573111288,65,0,8,46,60,12/08/21
301,Miguel,3369113836,1902566777,136,0,5,46,109,09/03/21
302,Hans Zimmer,3368679488,70151456,1422,0,3,72,475,09/26/21
303,Kesha,3335375992,1684992669,139,0,8,38,104,12/01/21
304,Alejandro Fernández,3328449536,266300006,289,0,6,62,211,08/05/21
305,Fetty Wap,3321899161,1492928236,118,0,7,36,69,01/07/21
306,Sean Paul,3304701344,3146217843,373,0,10,36,128,01/05/21
307,Jason Aldean,3291955683,134000156,151,0,8,60,133,11/22/21
308,Matheus & Kauan,3276687815,573786475,159,0,8,71,148,12/04/21
309,Phil Collins,3274839081,106240761,330,0,8,35,142,11/27/21
310,Wisin & Yandel,3270926458,899916309,288,0,10,47,130,10/11/21
311,Three Days Grace,3261090493,621183,85,0,8,55,83,12/11/21
312,Yandel,3252007610,2319895199,173,0,8,51,140,09/28/21
313,Billy Joel,3241797506,7879983,409,0,9,35,136,11/23/21
314,Akon,3241561193,2920098433,199,0,8,34,111,12/11/21
315,Prince Royce,3235569247,1261528518,122,0,8,52,112,11/02/21
316,Steve Aoki,3228090914,1297146988,389,0,6,60,202,10/17/21
317,Eagles,3218527228,15628097,177,0,5,38,112,12/10/21
318,Nio Garcia,3216363995,111020985,118,0,7,27,86,11/04/21
319,Jeremih,3211536876,2897368856,123,0,8,33,91,09/19/21
320,Dr. Dre,3198481391,1794542559,85,0,7,29,77,08/26/21
321,Lil Mosey,3196887786,422920012,44,0,5,33,44,12/06/21
322,Dan + Shay,3195200426,22520503,71,0,7,40,65,10/28/21
323,Wesley Safadão,3188770461,560394974,270,0,4,57,244,12/04/21
324,benny blanco,3186982545,14322962,20,1,6,12,19,12/09/21
325,Why Don't We,3153762831,86038587,92,0,10,53,82,08/08/21
326,The Strokes,3152733948,2215693,82,0,6,63,73,12/04/21
327,Seeb,3148225045,13599416,85,1,6,24,56,01/04/21
328,Jessie J,3141481637,58351166,118,0,6,32,96,11/16/21
329,Alejandro Sanz,3135713462,504040481,369,0,6,51,202,12/04/21
330,George Ezra,3134491990,35557,59,0,6,34,52,09/03/21
331,Trey Songz,3127237601,1305091205,266,0,5,56,183,12/11/21
332,CNCO,3090655464,221681498,78,0,5,42,68,12/11/21
333,Pearl Jam,3089500881,1253096,399,0,7,47,226,03/19/21
334,Jack Harlow,3088691251,209228289,81,0,6,25,75,12/02/21
335,Céline Dion,3086495319,45068425,493,0,5,52,242,12/11/21
336,Duki,3083353897,747071317,130,0,7,49,118,12/11/21
337,Ricardo Arjona,3075562508,8147144,345,0,2,68,262,11/26/21
338,Johnny Cash,3068093371,100275517,1561,0,6,47,219,01/04/21
339,Mark Ronson,3066439062,1105229004,151,1,4,23,82,11/17/21
340,Ricky Martin,3060445447,392654000,265,0,6,49,132,12/11/21
341,Passenger,3047211461,1798813,216,1,2,44,177,09/29/21
342,Lizzo,3044839773,49724849,64,0,6,25,49,11/17/21
343,Aventura,3039952691,272099,132,0,10,37,107,11/07/21
344,Jul,3025086179,886398852,545,0,0,66,497,12/10/21
345,H.E.R.,3015172827,383237883,99,0,6,52,91,12/08/21
346,Lin-Manuel Miranda,3014041417,189578224,85,0,9,37,59,08/16/21
347,Pentatonix,3006637322,3987140,198,0,2,92,174,12/10/21
348,Lukas Graham,3005994250,158206429,60,1,3,25,49,09/21/21
349,Avenged Sevenfold,2994656347,1889849,164,0,8,59,129,07/01/21
350,Bob Dylan,2994431200,0,1305,0,6,41,310,12/10/21
351,Cartel De Santa,2984117699,179459480,136,0,6,60,126,11/30/21
352,The Offspring,2981916869,0,160,0,7,41,122,08/19/21
353,Pablo Alborán,2977900754,202108974,170,0,8,59,157,12/06/21
354,Calibre 50,2975507786,68901346,227,0,5,66,165,12/10/21
355,24kGoldn,2970355093,122554204,53,1,6,18,47,10/28/21
356,Marc Anthony,2966471828,1572392987,188,0,6,56,136,11/24/21
357,Train,2953135246,0,170,0,6,20,83,10/09/21
358,2 Chainz,2952016003,7707211391,391,0,7,48,156,06/03/21
359,James Blunt,2929950641,16745353,169,0,6,42,105,11/25/21
360,Quavo,2920827954,9510044842,77,0,6,43,64,12/02/21
361,Foster The People,2914530104,28653784,90,1,6,36,68,09/03/21
362,ScHoolboy Q,2878619690,1304426537,103,0,7,50,98,01/19/21
363,Don Toliver,2874224589,568881935,66,0,5,28,58,11/30/21
364,Ninho,2865951818,1293872762,148,0,3,86,128,12/10/21
365,Dire Straits,2847781735,3341955,102,0,5,43,97,12/10/21
366,Daniel Caesar,2844617347,961532352,36,0,6,32,35,10/17/21
367,Rudimental,2844040533,19915054,188,0,6,30,112,08/28/21
368,Anderson .Paak,2841287578,1139551366,146,0,3,67,114,12/06/21
369,Lil Yachty,2828394787,4327359058,175,0,6,50,146,11/05/21
370,Bryan Adams,2815142154,132635608,352,0,6,33,123,12/04/21
371,Macklemore & Ryan Lewis,2803083548,0,35,1,5,18,35,01/02/21
372,Armin van Buuren,2795922270,189205318,2179,0,4,43,288,09/04/21
373,Liam Payne,2794308620,16438244,51,0,7,16,39,12/11/21
374,Offset,2790184693,5196209851,47,0,7,28,35,12/07/21
375,Bee Gees,2771347009,51222634,447,0,5,33,104,12/11/21
376,Bon Iver,2756547170,743238757,59,0,5,47,55,08/07/21
377,Nelly,2755444945,623647681,208,0,8,27,89,11/07/21
378,Sam Hunt,2747992556,16649604,59,0,7,31,54,09/03/21
379,Sigala,2741489245,49758671,100,0,9,28,67,10/18/21
380,BROCKHAMPTON,2740219449,0,112,0,4,67,107,12/01/21
381,LANY,2727557847,258547114,84,0,8,56,77,11/21/21
382,Glass Animals,2725334048,3282966,93,0,4,42,74,11/01/21
383,Charli XCX,2725084016,1267568300,191,0,8,41,129,12/05/21
384,Jhené Aiko,2721680063,2334546307,113,0,7,62,91,11/29/21
385,Blake Shelton,2715791980,211227557,198,0,7,41,124,11/30/21
386,Carlos Vives,2710438334,197166979,260,0,5,35,139,11/29/21
387,Ski Mask The Slump God,2710014009,933185185,70,0,7,39,69,11/02/21
388,Mike Posner,2708013483,270284739,179,1,3,19,69,12/09/21
389,ILLENIUM,2700194502,144782864,199,0,4,54,143,12/02/21
390,The Black Keys,2690447344,35810,188,0,5,51,135,12/08/21
391,Lil Durk,2688528712,2121864003,302,0,2,48,215,12/06/21
392,Arijit Singh,2678542360,551936173,467,0,1,66,212,11/23/21
393,Alec Benjamin,2671165226,1768648,34,0,5,29,33,11/22/21
394,The Police,2668391894,66984,123,1,5,17,83,11/30/21
395,Zac Brown Band,2665284207,9980501,135,0,5,45,105,09/16/21
396,Dean Lewis,2664770895,1590904,37,1,6,21,34,10/05/21
397,Jeremy Zucker,2657586274,132164307,96,0,6,32,81,10/24/21
398,The Vamps,2656516116,0,148,0,8,33,114,10/18/21
399,Danny Ocean,2649837521,166229414,48,1,4,21,32,12/03/21
400,Cage The Elephant,2645765503,2257395,108,0,5,39,83,11/02/21
401,Iron Maiden,2643265636,0,425,0,5,45,265,12/05/21
402,Skillet,2627998295,49346,185,0,7,46,108,11/21/21
403,Birdy,2617930431,81953020,105,0,7,38,86,12/11/21
404,PARTYNEXTDOOR,2612063990,1653897950,78,0,8,45,77,08/01/21
405,R3HAB,2599363557,1031797301,278,0,3,60,177,04/01/21
406,Juanes,2586704257,1781134400,201,0,7,33,114,11/26/21
407,A$AP Ferg,2581454063,1289205780,97,0,5,45,90,11/21/21
408,The Doors,2568847040,23363568,669,0,7,45,133,12/06/21
409,Maren Morris,2561997404,487404479,58,1,5,22,48,11/22/21
410,Maiara & Maraisa,2550146955,647354486,149,0,6,52,143,12/09/21
411,Marvin Gaye,2542567834,31697491,725,0,6,23,103,06/14/21
412,Carly Rae Jepsen,2540501888,60231645,137,0,5,31,98,11/30/21
413,Soda Stereo,2537780058,7890,198,0,4,46,172,12/07/21
414,Bradley Cooper,2531920802,362095,12,1,4,10,10,12/03/21
415,Boyce Avenue,2527510203,172556,414,0,0,59,325,03/09/21
416,Lost Frequencies,2526122879,249791580,343,0,6,26,105,09/16/21
417,RAF Camora,2520550970,852853446,334,0,3,57,141,12/03/21
418,Madison Beer,2518427780,126393455,52,0,10,26,45,12/07/21
419,Måneskin,2511373346,2945778,31,0,4,25,29,12/11/21
420,Korn,2505750539,8296205,285,0,4,46,194,11/27/21
421,T.I.,2505264423,2375139213,452,0,6,37,199,10/11/21
422,Summer Walker,2495842083,835638965,86,0,6,48,73,12/11/21
423,Chris Stapleton,2489597830,535263079,60,0,7,43,57,11/21/21
424,Tim McGraw,2487273067,57458469,265,0,5,50,125,09/04/21
425,Mabel,2479954806,4881596,122,0,6,21,71,11/25/21
426,ROSALÍA,2479661182,1554829278,37,0,5,27,37,12/11/21
427,Rise Against,2477579916,2529,171,0,4,46,157,06/30/21
428,Calum Scott,2474162397,29436766,61,0,6,19,48,11/18/21
429,John Williams,2473267821,12238904,2125,0,2,27,321,04/25/21
430,Iggy Azalea,2470680121,1036620766,108,0,6,27,67,12/06/21
431,Conan Gray,2466212724,0,25,0,3,24,25,12/10/21
432,Juan Gabriel,2457281425,58237000,479,0,1,56,227,11/24/21
433,Lunay,2457122199,749062675,54,0,6,28,50,11/27/21
434,Bibi Blocksberg,2454680653,76626,5166,0,0,1,367,10/09/21
435,Mau y Ricky,2449094717,232947793,60,0,5,30,57,10/26/21
436,Eric Church,2449054342,258711103,250,0,4,49,115,11/12/21
437,Noah Cyrus,2447127631,111933514,64,0,6,26,57,12/05/21
438,SAINt JHN,2446549724,113874585,54,1,1,30,52,10/25/21
439,alt-J,2432389757,748988,133,0,6,36,84,02/07/21
440,Os Barões Da Pisadinha,2421905259,48375201,147,0,6,62,122,12/04/21
441,Norah Jones,2421230754,118417742,269,0,4,54,139,12/08/21
442,Weezer,2410637605,4330558,252,0,4,41,186,09/11/21
443,Destiny's Child,2410298750,16530733,166,0,7,18,84,12/06/21
444,Jesse & Joy,2399590727,311338905,108,0,9,37,87,12/03/21
445,EXO,2395581936,0,310,0,6,53,159,12/10/21
446,Rich The Kid,2394040011,1720811383,156,0,4,41,118,11/21/21
447,Nick Jonas,2391622288,49934337,95,0,8,26,73,10/12/21
448,Paul McCartney,2387355407,365715787,817,0,3,24,167,12/08/21
449,The Cure,2386064850,1105177,516,0,5,23,164,10/17/21
450,Hillsong Worship,2382405691,13420180,830,0,1,59,273,04/17/21
451,Journey,2379474809,3468,260,1,5,17,82,09/04/21
452,Kenny Chesney,2379335824,130548443,277,0,3,48,178,09/16/21
453,La Arrolladora Banda El Limón De Rene Camacho,2377937424,8659502,323,0,3,56,219,03/29/21
454,Los Ángeles Azules,2372052568,67465206,311,0,5,53,113,10/19/21
455,Normani,2368578112,97312126,15,0,3,12,14,12/06/21
456,NLE Choppa,2365240577,502210759,105,0,5,34,84,12/06/21
457,Aminé,2363546104,140623992,72,0,4,38,71,12/01/21
458,Rex Orange County,2362465362,278794678,46,0,6,31,38,07/05/21
459,Bonez MC,2361288245,1463079488,159,0,4,52,110,12/03/21
460,Simon & Garfunkel,2359326937,0,172,0,5,24,119,11/25/21
461,Depeche Mode,2355904531,363241,661,0,3,39,258,11/30/21
462,Volbeat,2347117595,174891,193,0,5,50,141,11/27/21
463,Christina Perri,2341249118,79506668,90,1,3,16,53,12/11/21
464,MAGIC!,2336632865,192399336,66,0,3,17,53,01/13/21
465,The xx,2334576947,7809950,75,0,5,36,65,08/23/21
466,X Ambassadors,2333488761,1110121969,119,0,4,32,87,11/01/21
467,PNL,2330931645,0,72,0,1,65,72,12/04/21
468,Ufo361,2330899001,576731159,233,0,0,66,187,12/04/21
469,Bizarrap,2324275266,385763984,78,0,5,51,74,12/03/21
470,Sam Feldt,2316428982,278689842,148,0,4,44,101,04/22/21
471,JP Cooper,2313756992,41450367,110,0,4,26,78,03/29/21
472,Jon Bellion,2309740533,295021535,85,0,3,44,80,09/21/21
473,Breaking Benjamin,2306063405,0,102,0,3,51,97,10/28/21
474,The Beach Boys,2301236628,6857648,1352,0,7,25,131,12/04/21
475,Eric Clapton,2297376676,432236066,641,0,6,23,201,09/22/21
476,iann dior,2296968920,162741711,45,0,5,27,42,03/30/21
477,Kid Ink,2294713265,2561501342,186,0,5,38,130,09/03/21
478,Becky Hill,2289419718,25614697,164,0,7,21,64,10/20/21
479,MEDUZA,2278364238,9103231,45,0,4,10,28,10/26/21
480,George Michael,2269916659,26390005,190,0,3,31,119,12/11/21
481,Dimitri Vegas & Like Mike,2269766636,105236190,252,0,2,52,135,08/12/21
482,MARINA,2266856230,6532240,114,0,5,50,90,12/11/21
483,The Game,2260760226,519652828,727,0,6,36,198,10/30/21
484,Jimi Hendrix,2257961337,430092,503,0,5,28,134,11/27/21
485,KYLE,2251419392,146826489,102,0,5,29,86,12/03/21
486,Grey,2237009771,17803531,52,1,2,7,21,03/29/21
487,AJR,2229775743,92176747,86,0,5,35,61,10/13/21
488,Tate McRae,2226347878,3531277,39,0,5,24,37,12/11/21
489,Outkast,2220310296,77417373,163,0,4,23,120,01/03/21
490,Matoma,2218870898,286156543,113,0,5,29,76,05/14/21
491,B.o.B,2216408358,1126272007,417,0,6,22,79,10/13/21
492,Samra,2215292639,248937810,104,0,3,51,104,12/03/21
493,Vicente Fernández,2214227768,86921682,852,0,0,49,299,12/11/21
494,Hillsong UNITED,2213882439,117014211,345,0,2,55,221,07/06/21
495,Sabrina Carpenter,2212958841,139429191,86,0,6,36,74,10/15/21
496,R.E.M.,2212595321,93512,555,0,5,18,121,11/12/21
497,Imanbek,2202218740,17589546,49,1,1,15,35,10/09/21
498,Jax Jones,2198370899,286794203,60,0,8,16,40,04/27/21
499,The Fray,2197544356,4086680,98,0,5,22,60,11/01/21
500,Grupo Firme,2191890136,405824912,199,0,5,48,121,12/10/21
501,Papa Roach,2186301108,29615688,219,0,3,33,136,04/03/21
502,Rick Ross,2185132256,4451513119,320,0,4,41,182,09/23/21
503,KHEA,2175771162,747127589,72,0,5,39,69,12/03/21
504,T-Pain,2174064184,2648920275,209,0,6,28,108,10/25/21
505,Kali Uchis,2165990630,1291282441,64,0,3,48,60,12/09/21
506,bbno$,2162043311,208808519,143,0,2,35,114,11/21/21
507,Lynyrd Skynyrd,2160509000,277694,361,0,4,15,75,12/10/21
508,DNCE,2154397216,288985200,31,1,4,17,30,09/03/21
509,Milky Chance,2153672895,6155489,57,0,4,28,54,10/29/21
510,Robbie Williams,2150770809,18579742,395,0,5,36,189,10/20/21
511,Shinedown,2140450322,12562221,174,0,4,48,112,11/24/21
512,Rag'n'Bone Man,2139559897,71286582,129,0,3,27,76,10/14/21
513,Van Morrison,2137718521,71743471,842,0,4,19,123,10/23/21
514,Andy Grammer,2136333905,4619672,76,0,5,26,70,12/11/21
515,Years & Years,2136276288,71667883,87,0,7,28,65,07/18/21
516,Juan Magán,2132723236,770831049,225,0,5,40,105,07/19/21
517,Stormzy,2132107611,901352007,69,0,5,48,67,10/19/21
518,Of Monsters and Men,2118301290,3042587,60,0,5,28,52,11/11/21
519,Ludovico Einaudi,2116061503,2128695,507,0,3,38,221,06/29/21
520,The Smiths,2108147370,139334,143,0,5,42,107,11/27/21
521,Keith Urban,2101360520,313101546,192,0,6,34,111,11/07/21
522,Hollywood Undead,2089253005,12917755,138,0,3,66,124,10/24/21
523,Aya Nakamura,2086240186,133181784,67,0,5,32,67,12/11/21
524,Daryl Hall & John Oates,2085197121,25877,518,0,4,12,60,11/20/21
525,Black Sabbath,2082526278,12361422,285,0,3,31,114,12/07/21
526,Kodaline,2081665811,266091130,123,0,4,31,84,12/09/21
527,The Cranberries,2078075509,2592891,263,0,4,19,115,11/19/21
